Step,Traffic_Rate,Latency_us,Inference_Latency_us,Is_Merged,Energy_Efficiency,Reward
73,2730.2675909455465,100.0,0.3199999980552093,1,227.52229924546222,-3e-05
74,1186.5589305864216,100.0,0.13400000398178236,1,98.8799108822018,-3e-05
75,1146.4177100358327,100.0,0.1370000006772898,1,95.53480916965272,-3e-05
76,1427.814631665538,100.0,0.1370000006772898,1,118.98455263879482,-3e-05
77,1123.3342774513542,100.0,0.1459999907638121,1,93.61118978761284,-3e-05
78,1107.0514425740926,100.0,0.1390000079481979,1,92.25428688117438,-3e-05
79,1048.610996048205,100.0,0.13599999704183574,1,87.38424967068374,-3e-05
80,1008.1619860206479,100.0,0.1370000006772898,1,84.013498835054,-3e-05
81,2312.286043589059,100.0,0.1390000079481979,1,192.69050363242158,-3e-05
82,1578.4131891200482,100.0,0.13399998977092764,1,131.5344324266707,-3e-05
83,1290.0184460806458,100.0,0.13800000431274384,1,107.50153717338715,-3e-05
84,1138.0511713527148,100.0,0.1350000076172364,1,94.83759761272624,-3e-05
85,1084.5474393391632,100.0,0.1280000105907675,1,90.37895327826361,-3e-05
86,1048.208502381746,100.0,0.13199999671087426,1,87.35070853181217,-3e-05
87,1025.0502614280128,100.0,0.1370000006772898,1,85.42085511900108,-3e-05
88,1197.6805118358564,100.0,0.1370000006772898,1,99.8067093196547,-3e-05
89,1277.6308935439026,100.0,0.13599999704183574,1,106.46924112865855,-3e-05
90,1273.9797673247735,100.0,0.14699999439926614,1,106.16498061039779,-3e-05
91,1084.1919183271273,100.0,0.13400000398178236,1,90.3493265272606,-3e-05
92,2246.4965142253423,100.0,0.1370000006772898,1,187.20804285211184,-3e-05
93,1338.2424564735077,100.0,0.13599999704183574,1,111.52020470612564,-3e-05
94,1204.8345028138692,100.0,0.13599999704183574,1,100.4028752344891,-3e-05
95,1243.9822999737385,100.0,0.13400000398178236,1,103.6651916644782,-3e-05
96,1071.5542802549721,100.0,0.1350000076172364,1,89.29619002124768,-3e-05
97,1037.300146104171,100.0,0.13400000398178236,1,86.44167884201426,-3e-05
98,1142.2223990033813,100.0,0.1330000003463283,1,95.18519991694843,-3e-05
99,1410.725548008433,100.0,0.13600001125269046,1,117.56046233403607,-3e-05
